,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
1726,5,0,1,0,1,3,1,1,1,1,1,2,5,0,12,2,0
1727,1,0,2,0,1,1,1,1,2,1,1,1,0,7,4,3,2
1728,3,0,2,0,1,5,0,1,1,2,1,7,1,4,0,0,0
1729,5,0,1,0,0,1,1,1,1,2,1,2,1,0,10,2,4
1730,2,0,2,0,0,0,0,1,1,1,1,2,6,2,6,4,4
1731,1,0,5,0,0,2,1,1,1,2,1,1,5,0,3,2,4
1732,0,0,5,0,0,0,0,1,1,2,1,1,1,2,0,3,4
1733,0,0,2,0,1,6,1,1,1,2,1,1,0,9,2,0,2
1734,4,0,2,0,0,1,1,1,1,1,1,2,0,5,4,0,3
1735,2,0,0,0,0,5,0,1,1,2,1,6,3,0,10,1,4
1736,3,0,2,0,1,0,0,1,1,2,1,2,1,9,2,4,1
1737,3,0,2,0,0,5,0,1,1,2,3,1,1,0,9,0,4
1738,3,0,2,0,1,2,1,1,1,2,1,9,0,0,10,0,0
1739,5,0,2,0,0,7,1,1,1,2,3,2,1,5,3,0,0
1740,2,0,2,1,1,4,1,0,1,3,1,6,7,5,2,0,0
1741,2,0,2,0,0,7,0,0,1,3,1,2,2,8,0,3,2
1742,5,0,3,0,0,2,1,1,1,1,1,2,0,0,0,3,4
1743,0,0,1,0,0,6,3,1,1,3,1,2,0,0,11,0,4
1744,0,0,3,0,1,4,0,1,1,2,1,2,4,6,2,2,2
1745,0,0,2,0,1,7,1,1,1,1,1,2,1,9,11,3,2
1746,2,0,5,0,1,0,1,1,1,1,1,1,4,4,6,0,4
1747,1,0,4,0,1,2,1,1,2,1,1,1,6,5,0,0,4
1748,5,0,2,0,1,1,1,1,1,1,1,2,1,0,8,0,2
1749,5,0,1,0,1,2,0,1,1,2,1,9,1,9,0,0,0
1750,5,0,3,0,0,3,0,1,1,1,1,2,4,0,6,3,0
1751,5,0,2,0,1,5,1,1,1,1,1,2,6,3,6,2,0
1752,3,0,2,0,0,3,0,0,1,1,1,1,1,0,5,0,4
1753,3,0,1,0,0,2,0,1,1,2,1,2,3,2,8,0,4
1754,2,0,2,0,1,0,0,1,1,4,1,2,0,6,0,0,4
1755,3,0,2,0,1,4,4,1,0,2,1,1,3,2,10,0,4
1756,1,0,2,0,1,1,0,1,1,3,1,2,0,5,0,0,0
1757,3,0,2,0,0,2,1,1,1,1,1,2,1,6,11,0,2
1758,3,0,2,0,1,1,0,1,1,2,1,1,1,9,0,0,0
1759,5,0,1,0,0,7,0,1,1,1,1,1,0,2,0,2,2
1760,5,0,1,0,1,2,0,1,1,1,1,2,0,5,8,3,2
1761,0,0,2,0,0,4,1,1,1,3,3,2,0,0,4,4,1
1762,5,0,1,0,1,4,0,1,2,1,1,1,0,0,8,0,4
1763,0,0,5,0,1,0,0,1,1,1,1,2,1,5,0,0,1
1764,2,0,3,0,0,1,0,1,1,1,1,2,2,2,11,0,1
1765,5,0,2,0,1,3,0,0,2,2,2,1,1,8,4,3,3
1766,3,0,1,0,0,4,1,0,1,1,3,2,1,2,9,3,4
1767,1,0,2,0,0,0,2,1,1,3,5,2,1,1,2,0,2
1768,1,0,2,0,0,0,0,1,1,1,3,1,1,0,4,0,2
1769,2,0,2,0,1,4,0,1,1,2,1,2,6,0,4,0,2
1770,3,0,5,0,1,0,0,1,1,2,1,2,2,7,8,0,3
1771,4,0,2,0,1,4,0,1,1,1,1,1,1,4,11,3,2
1772,3,0,2,0,1,4,4,1,1,1,3,2,5,1,4,3,0
1773,1,0,2,0,1,2,0,1,1,1,1,1,1,9,0,0,2
1774,5,0,1,0,0,0,1,1,1,1,1,2,3,5,4,2,0
1775,1,0,5,0,1,2,3,1,1,2,2,2,7,7,8,0,4
1776,3,0,2,0,1,2,0,1,1,2,3,2,5,0,2,3,1
1777,5,0,5,0,0,1,0,1,1,2,3,2,1,0,0,3,1
1778,0,0,2,0,1,1,0,1,2,2,1,1,0,2,0,0,2
1779,2,0,2,0,1,4,1,0,1,1,1,0,5,5,0,0,4
1780,2,0,2,0,0,0,0,1,1,2,1,2,2,7,11,3,2
1781,5,0,2,0,1,2,0,1,1,2,1,2,1,0,0,0,0
1782,1,0,5,0,0,5,3,1,1,1,1,2,1,4,2,3,3
1783,2,0,2,0,1,5,0,1,1,1,1,1,2,0,12,3,2
1784,2,0,3,0,1,0,0,1,1,1,1,1,1,2,3,0,4
1785,2,0,2,0,0,7,3,1,1,1,1,1,2,2,0,3,0
1786,2,0,2,0,0,0,0,1,1,1,1,2,1,0,0,0,4
1787,2,0,1,0,1,6,3,1,1,1,3,2,8,2,8,0,0
1788,0,0,5,0,1,7,0,0,1,1,1,1,5,2,2,4,4
1789,5,0,1,0,0,1,0,1,1,4,1,2,5,1,12,0,1
1790,1,0,1,0,1,5,1,0,1,3,1,2,5,0,0,2,2
1791,5,0,2,0,1,0,1,1,1,3,1,1,1,4,9,0,2
1792,2,0,2,0,0,1,0,1,1,1,1,2,9,0,6,4,2
1793,4,0,2,0,1,2,0,1,1,1,1,1,1,6,6,3,2
1794,4,0,2,0,1,4,3,1,1,1,1,1,5,0,3,0,3
1795,5,0,2,0,1,0,0,1,1,4,1,1,7,0,8,0,1
1796,1,0,3,0,0,1,2,0,1,3,1,2,1,4,10,0,0
1797,5,0,1,0,1,0,0,1,2,1,1,2,8,1,0,0,3
1798,2,0,2,0,1,5,1,1,1,1,1,1,1,2,8,3,3
1799,5,0,1,0,1,3,3,1,1,1,1,1,0,8,11,3,2
1800,3,0,2,0,1,5,0,1,1,1,1,2,3,0,4,0,3
1801,4,0,5,0,0,1,1,1,1,3,1,2,8,0,11,0,1
1802,2,0,5,0,1,0,0,1,1,1,1,2,0,0,8,0,3
1803,2,0,2,0,0,5,1,1,1,1,1,2,5,0,8,0,3
1804,5,0,2,0,0,2,1,1,1,1,1,2,4,9,2,3,4
1805,0,0,2,0,1,0,1,0,1,1,1,2,0,8,9,0,3
1806,3,0,2,0,0,6,0,1,1,4,1,2,5,6,3,2,3
1807,3,0,5,0,0,0,3,0,1,2,4,2,4,1,11,0,4
1808,4,0,2,0,1,0,0,1,2,4,1,2,1,0,2,0,0
1809,3,0,2,0,0,0,0,1,1,1,1,2,5,2,6,0,4
1810,3,0,2,0,1,4,0,1,1,2,1,2,4,2,11,0,4
1811,5,0,2,0,1,0,1,1,1,2,1,6,5,0,2,0,2
1812,4,0,2,0,0,7,1,1,1,2,1,2,5,0,0,4,0
1813,2,0,2,0,1,2,1,1,1,1,1,9,1,8,12,1,2
1814,2,0,5,0,0,0,2,1,1,2,3,2,6,0,0,4,2
1815,0,0,3,0,0,7,0,1,1,4,1,2,1,4,3,3,2
1816,4,0,2,0,1,6,0,0,1,2,1,1,5,0,0,0,1
1817,4,0,2,0,1,3,1,1,1,3,1,2,1,4,11,0,0
1818,0,0,2,0,1,1,3,1,2,1,1,2,1,1,10,0,2
1819,5,0,4,0,1,1,3,1,1,2,1,1,1,8,0,0,4
1820,5,0,2,0,0,4,0,1,1,2,5,2,6,9,6,1,2
1821,4,0,2,0,0,0,0,0,1,1,1,2,0,8,6,3,1
1822,1,0,2,0,1,5,1,1,1,4,1,2,0,5,6,1,3
1823,3,0,1,0,1,6,1,0,2,1,1,2,1,2,0,0,3
1824,3,0,1,0,0,6,1,0,1,3,1,1,1,8,0,0,2
1825,5,0,2,0,1,1,1,1,1,1,1,2,0,4,11,1,4
1826,2,0,2,0,0,6,1,1,1,2,3,2,1,5,0,0,2
1827,3,0,2,0,1,3,0,0,1,2,1,2,5,5,0,3,3
1828,3,0,5,0,1,4,0,1,1,2,1,2,0,5,3,0,4
1829,2,0,2,0,0,3,4,1,1,1,1,4,1,1,12,4,0
1830,1,0,1,0,0,2,0,1,1,3,2,1,0,9,8,0,2
1831,5,0,2,0,1,1,1,1,1,3,1,2,8,0,9,2,3
1832,2,0,2,0,1,1,1,1,1,1,1,2,5,5,6,2,2
1833,2,0,2,0,1,2,1,1,1,1,1,2,1,9,4,0,2
1834,5,0,3,0,0,4,1,1,1,3,1,2,5,7,2,2,4
1835,3,0,1,0,1,3,1,1,1,1,1,9,2,7,6,3,3
1836,3,0,1,0,0,1,0,1,1,2,2,1,4,5,4,3,1
1837,5,0,3,0,0,5,0,1,1,4,1,6,0,1,2,0,0
1838,2,0,2,0,1,7,0,1,1,2,1,2,2,0,10,0,2
1839,5,0,6,1,1,4,0,1,1,1,1,4,8,4,0,3,3
1840,2,0,2,0,1,4,1,0,1,2,1,2,4,0,12,0,1
1841,1,0,2,0,0,5,0,1,2,2,1,1,2,0,2,2,1
1842,1,0,1,0,0,1,0,1,1,2,1,2,1,9,0,2,0
1843,5,0,2,0,1,1,0,1,1,3,1,2,6,7,7,4,0
1844,2,0,1,1,0,0,3,1,1,1,1,2,2,9,11,0,3
1845,2,0,2,0,0,1,0,0,1,3,3,2,1,3,8,0,0
1846,3,0,2,0,0,6,1,1,1,1,1,2,7,0,10,3,4
1847,2,0,2,0,0,5,0,1,1,2,1,2,7,4,2,3,1
1848,4,0,2,0,1,0,0,1,1,1,1,1,1,5,6,3,0
1849,2,0,2,0,0,0,0,1,1,2,1,6,0,2,2,2,4
1850,2,0,2,0,1,2,2,1,1,1,1,2,1,9,3,0,0
1851,5,0,2,0,0,3,0,1,1,1,1,6,1,0,0,0,4
1852,5,0,2,0,0,3,1,1,1,4,5,9,5,6,5,0,0
1853,0,0,2,0,0,2,0,1,1,1,1,2,9,4,7,0,4
1854,5,0,2,0,1,3,1,1,1,1,3,2,1,0,0,3,0
1855,2,0,3,0,0,2,0,1,2,2,1,2,1,2,11,0,1
1856,2,0,1,0,1,0,0,1,1,1,1,2,1,9,2,0,4
1857,0,0,3,0,0,7,0,1,1,1,1,2,0,1,3,0,3
1858,4,0,2,0,1,0,0,1,1,2,1,2,1,1,0,0,4
1859,5,0,3,0,0,2,0,1,1,2,1,2,0,8,11,0,0
1860,5,0,2,0,1,3,1,1,2,1,1,2,1,0,0,4,1
1861,0,0,3,0,0,4,0,1,1,2,1,1,1,0,8,0,1
1862,4,0,3,0,1,5,0,1,2,1,1,2,5,7,2,0,2
1863,2,0,0,0,1,5,3,1,2,2,2,1,1,0,0,1,1
1864,0,0,2,0,0,4,0,1,1,2,1,4,1,9,10,0,0
1865,2,0,2,0,1,0,0,1,1,1,0,2,1,0,12,0,4
1866,3,0,2,0,1,0,0,1,1,1,1,2,0,2,2,3,0
1867,5,0,2,0,1,6,0,1,1,1,1,2,5,4,10,0,4
1868,1,0,3,0,0,0,1,0,1,2,1,2,5,5,3,0,4
1869,2,0,1,0,1,0,0,1,1,2,4,9,0,9,8,3,1
1870,0,0,2,0,0,5,0,1,0,1,4,2,1,0,0,0,2
1871,2,0,3,1,0,0,0,1,1,1,1,2,8,1,2,3,0
1872,1,0,2,0,0,4,2,1,1,2,1,2,0,0,3,0,0
1873,1,0,5,0,1,2,1,1,1,2,1,9,7,5,0,0,2
1874,2,0,2,0,1,6,0,0,1,2,1,2,0,0,2,3,0
1875,1,0,2,0,0,4,3,1,1,1,1,2,1,1,8,3,3
1876,3,0,2,0,1,5,0,1,1,1,3,1,0,8,2,3,3
1877,1,0,1,0,0,3,0,1,1,2,1,2,1,8,8,3,0
1878,3,0,3,0,1,1,0,1,1,3,1,2,1,1,8,3,1
1879,3,0,1,0,0,5,0,0,2,2,1,2,0,0,4,3,1
1880,2,0,2,0,1,1,0,1,1,1,1,2,1,0,3,2,4
1881,4,0,2,0,0,0,0,1,2,1,1,2,9,0,10,0,3
1882,2,0,2,0,1,7,1,1,1,1,1,2,1,8,0,0,0
1883,2,0,2,0,1,5,0,1,1,1,1,2,1,5,11,3,0
1884,4,0,3,0,0,3,3,1,1,1,1,9,2,0,0,3,4
1885,3,0,3,0,1,2,4,1,1,3,1,2,1,7,5,3,0
1886,0,0,2,0,1,5,1,0,1,2,1,2,5,7,10,3,3
1887,3,0,1,0,0,3,3,1,1,1,1,2,1,1,11,0,3
1888,5,0,2,0,1,7,0,1,1,1,1,2,1,4,0,2,2
1889,0,0,3,0,1,7,1,1,1,2,1,2,0,0,0,0,4
1890,5,0,2,0,1,0,0,1,1,4,3,2,1,7,4,3,4
1891,3,0,5,0,0,5,1,1,1,2,1,2,1,0,3,0,2
1892,5,0,2,0,0,3,1,1,1,3,1,1,5,6,0,2,2
1893,2,0,1,0,1,1,0,1,1,2,1,1,2,5,10,4,4
1894,5,0,2,1,1,2,0,1,1,2,1,2,5,3,10,0,2
1895,0,0,5,0,0,6,1,1,1,1,1,2,0,5,8,0,3
1896,1,0,3,0,1,0,2,1,1,3,1,1,3,2,9,4,3
1897,2,0,2,0,1,6,1,1,1,1,1,2,1,2,4,0,4
1898,2,0,2,0,0,3,0,1,1,1,1,2,0,0,0,0,2
1899,3,0,5,0,1,4,0,1,1,1,1,2,1,0,3,0,4
1900,1,0,2,0,0,5,1,1,1,1,1,2,1,0,2,0,4
1901,5,0,2,0,0,2,0,1,1,1,3,2,1,2,8,0,2
1902,3,0,2,0,1,2,1,0,2,3,1,2,0,3,7,0,2
1903,4,0,5,0,0,5,3,1,1,1,1,1,2,8,12,0,0
1904,0,0,2,0,0,0,0,1,1,3,1,2,0,3,0,3,4
1905,0,0,3,0,0,1,0,1,1,1,1,2,1,3,4,0,0
1906,2,0,2,0,0,5,0,0,1,1,1,2,1,9,4,0,2
1907,1,0,3,0,0,2,1,0,1,3,1,2,1,2,3,3,0
1908,5,0,5,0,1,4,0,1,1,3,3,6,3,3,10,3,3
1909,5,0,1,0,0,6,0,1,2,2,1,2,1,3,11,4,2
1910,2,0,3,0,0,3,1,0,1,4,4,1,2,0,9,2,3
1911,2,0,2,0,1,2,0,1,1,1,1,9,5,0,11,3,4
1912,2,0,1,0,0,0,0,1,1,3,1,2,5,7,10,0,0
1913,1,0,5,0,0,6,3,1,1,2,4,2,1,0,4,0,4
1914,2,0,2,0,0,1,1,1,1,1,1,2,1,4,6,3,2
1915,1,0,5,0,1,7,0,1,1,4,1,1,5,0,11,1,4
1916,2,0,2,0,0,5,0,1,1,1,1,2,3,7,12,3,2
1917,4,0,5,0,0,3,0,0,1,2,1,2,2,6,4,0,2
1918,2,0,1,0,0,1,4,1,1,3,1,1,1,7,8,0,0
1919,3,0,2,0,1,6,1,1,1,1,1,2,1,0,0,0,2
1920,2,0,2,0,1,3,0,1,1,1,1,1,9,3,11,3,0
1921,3,0,1,0,1,2,0,0,1,2,1,2,0,0,6,0,2
1922,4,0,3,0,1,0,1,1,1,2,1,2,1,0,11,0,1
1923,3,0,2,0,1,1,1,0,1,1,1,2,1,0,3,0,0
1924,3,0,1,0,0,0,1,1,1,4,1,2,0,0,7,3,4
1925,5,0,2,0,1,0,3,0,1,2,1,2,1,9,2,0,4
1926,4,0,2,0,0,0,1,1,1,1,1,1,5,4,4,2,2
1927,4,0,2,0,1,7,0,0,2,1,1,2,9,3,5,0,1
1928,2,0,2,0,0,1,0,1,1,4,1,8,7,1,10,3,1
1929,5,0,1,0,0,0,0,1,1,1,3,1,0,0,9,3,3
1930,5,0,5,0,1,0,1,1,1,3,1,2,5,1,0,3,4
1931,0,0,1,0,1,1,4,1,1,1,1,2,8,3,6,1,0
1932,0,0,2,0,0,3,2,1,1,3,1,1,1,3,6,4,0
1933,2,0,2,0,0,4,1,1,1,1,1,1,1,0,8,3,0
1934,5,0,1,0,0,4,0,1,2,3,1,2,8,4,10,0,0
1935,3,0,2,0,1,0,3,1,1,2,1,2,1,2,4,3,1
1936,5,0,3,0,0,1,1,1,0,1,1,2,5,7,4,1,0
1937,0,0,5,0,1,4,0,1,1,4,1,2,0,0,10,0,2
1938,1,0,2,0,0,0,1,1,1,1,3,2,7,0,10,0,2
1939,0,0,2,0,0,0,0,1,1,2,1,9,0,8,8,3,0
1940,2,0,3,0,0,0,1,1,1,1,3,2,0,9,2,3,3
1941,2,0,2,0,1,7,0,0,1,1,1,2,0,6,0,3,0
1942,4,0,5,0,1,4,1,1,1,2,1,1,8,7,2,0,2
1943,2,0,5,0,0,4,1,1,1,1,1,6,1,4,0,3,4
1944,2,0,2,0,0,1,0,0,1,2,1,2,5,3,4,0,2
1945,0,0,2,0,0,5,0,1,1,1,3,1,8,9,4,3,0
1946,0,0,1,0,1,4,1,1,1,3,1,2,5,9,2,0,4
1947,3,0,1,0,1,5,0,1,1,2,1,2,1,0,0,0,2
1948,2,0,5,0,0,0,0,0,1,2,1,2,1,3,4,3,2
1949,5,0,2,0,1,6,0,1,1,3,1,9,1,8,0,3,0
1950,1,0,1,0,0,0,3,1,1,1,0,2,1,8,0,0,4
1951,2,0,2,0,0,4,1,1,1,2,1,2,1,9,0,3,3
1952,5,0,2,0,0,4,0,1,1,0,1,2,0,6,12,3,2
1953,5,0,2,0,1,0,1,0,1,1,1,2,2,2,11,2,3
1954,4,0,2,0,0,1,0,1,1,2,1,2,0,4,0,1,2
1955,2,0,2,0,1,0,3,1,1,2,1,2,1,0,2,0,3
1956,5,0,2,0,1,2,0,1,2,1,1,2,5,0,0,3,2
1957,3,0,1,0,0,3,0,1,1,1,1,2,8,8,0,2,4
1958,1,0,4,0,0,4,0,1,1,1,1,9,0,0,2,0,4
1959,4,0,2,0,1,1,3,1,1,2,1,2,3,8,2,3,0
1960,2,0,2,0,1,3,0,1,1,2,1,2,0,1,0,3,0
1961,3,0,3,0,1,1,1,1,2,1,1,2,1,0,0,3,2
1962,4,0,2,0,0,6,0,0,1,3,4,2,0,0,8,0,3
1963,4,0,1,0,1,7,0,1,1,3,1,2,9,1,8,0,4
1964,2,0,1,1,0,5,0,0,2,1,1,2,0,9,0,1,0
1965,1,0,2,0,0,4,1,0,1,2,1,2,5,1,7,0,4
1966,3,0,2,0,1,3,0,1,1,2,1,1,1,7,11,0,0
1967,4,0,2,0,0,4,3,1,1,1,1,2,0,0,0,0,4
1968,2,0,2,0,0,4,1,1,1,2,1,2,3,9,10,3,2
1969,4,0,2,0,1,0,4,1,1,2,1,2,8,5,2,2,3
1970,3,0,2,0,0,0,1,1,1,1,1,1,1,5,0,0,3
1971,1,0,2,0,1,3,0,1,1,2,2,9,1,1,3,3,4
1972,5,0,5,0,1,0,0,1,1,1,2,3,7,9,3,3,4
1973,2,0,1,0,0,5,2,1,1,1,1,2,1,5,4,3,2
1974,2,0,4,0,0,5,1,1,1,1,1,2,2,0,11,0,4
1975,3,0,1,0,0,2,3,1,2,1,1,2,1,7,8,3,2
1976,2,0,2,0,1,0,0,1,2,1,1,2,8,0,7,3,2
1977,5,0,2,0,0,1,1,0,1,2,1,2,1,0,11,0,4
1978,2,0,2,0,0,1,1,1,1,1,1,2,0,0,4,3,0
1979,5,0,2,0,0,0,1,0,1,1,1,2,1,4,3,3,2
1980,4,0,2,0,0,3,1,1,1,3,1,2,1,1,8,0,3
1981,0,0,2,0,1,0,0,1,1,1,1,1,1,1,10,0,2
1982,5,0,2,0,1,6,1,1,1,1,1,2,1,9,3,0,1
1983,4,0,2,0,0,2,0,0,2,1,1,2,1,7,0,0,0
1984,1,0,3,0,0,2,1,1,1,4,1,1,1,6,11,0,2
1985,3,0,1,0,0,2,1,1,1,2,1,2,1,1,6,2,4
1986,3,0,2,0,0,0,0,1,1,0,1,2,0,2,4,0,3
1987,0,0,2,0,1,6,0,1,1,2,1,2,5,7,4,3,2
1988,2,0,2,0,1,7,0,1,1,2,1,2,0,0,2,0,0
1989,2,0,0,0,1,7,0,1,1,1,1,1,1,1,10,0,4
1990,5,0,1,0,1,2,3,1,1,4,1,1,6,3,0,0,4
1991,0,0,5,0,0,3,0,1,1,2,1,2,1,8,0,0,1
1992,0,0,2,0,1,5,0,1,1,1,1,2,1,0,11,3,3
1993,0,0,2,0,1,5,0,0,1,3,3,1,1,3,0,0,3
1994,5,0,3,0,0,0,0,1,1,1,1,2,7,5,4,3,3
1995,5,0,2,0,1,5,1,1,1,3,1,1,1,9,6,4,3
1996,1,0,1,0,0,7,0,1,1,2,5,6,5,6,3,2,3
1997,2,0,2,0,1,2,1,0,1,1,1,9,5,6,7,0,1
1998,5,0,2,0,0,3,1,1,1,1,1,1,0,2,2,0,4
1999,3,0,2,0,1,6,0,1,1,2,1,2,2,2,8,0,4
2000,1,0,2,0,1,5,1,1,2,1,1,2,3,7,11,4,3
2001,2,0,2,0,1,3,0,1,1,4,1,9,0,2,0,0,2
2002,3,0,2,0,0,0,1,1,1,3,1,1,1,1,0,0,4
2003,5,0,2,0,1,2,1,0,1,3,1,2,4,0,4,2,0
2004,4,0,2,0,1,4,0,1,1,1,1,2,1,1,3,0,4
2005,2,0,2,0,1,7,0,0,1,1,1,1,5,4,0,0,3
2006,0,0,2,0,1,4,2,1,1,2,1,2,1,2,0,3,2
2007,1,0,2,0,0,7,0,1,1,4,1,2,1,8,0,0,0
2008,3,0,2,0,0,4,0,1,1,1,1,1,5,0,8,0,2
2009,1,0,2,0,0,2,4,0,1,2,3,2,1,1,2,0,3
2010,2,0,3,0,0,4,4,0,1,1,1,2,1,4,8,0,4
2011,5,0,1,0,0,0,0,0,1,2,1,1,1,0,2,3,1
2012,5,0,2,0,1,4,0,1,1,2,1,2,4,0,6,3,4
2013,0,0,5,0,1,5,0,1,1,1,1,1,7,6,0,3,2
2014,5,0,3,0,0,6,0,1,1,3,1,6,5,3,8,0,4
2015,0,0,2,0,0,1,3,1,1,1,1,4,5,9,4,3,1
2016,3,0,1,0,1,5,0,1,1,1,1,2,3,2,0,0,2
2017,1,0,1,0,0,5,3,1,1,0,1,1,5,0,0,1,3
2018,4,0,3,0,0,7,0,1,1,4,1,1,0,6,2,0,3
2019,4,0,2,0,1,0,0,1,1,1,1,1,1,5,0,3,2
2020,0,0,1,1,0,0,3,0,1,1,1,2,1,0,4,2,2
2021,3,0,1,0,0,4,2,1,1,1,1,1,1,5,0,3,4
2022,0,0,2,0,0,4,0,1,1,2,1,2,1,2,0,3,3
2023,2,0,3,0,0,7,0,1,1,1,1,9,0,5,0,0,1
2024,2,0,2,0,0,6,2,0,2,1,1,1,1,2,0,0,1
2025,5,0,2,0,0,2,1,0,2,2,1,1,1,0,5,0,2
2026,5,0,2,0,1,1,0,1,1,2,3,2,1,0,12,4,2
2027,3,0,2,0,0,0,0,0,1,3,1,1,7,6,0,0,2
2028,0,0,1,0,1,2,0,1,1,1,1,6,1,5,0,2,2
2029,2,0,2,0,1,4,1,0,1,1,1,2,1,0,0,3,4
2030,3,0,2,0,0,5,4,1,1,2,1,2,5,8,12,0,2
2031,4,0,5,0,1,5,1,1,2,2,1,9,3,0,9,0,4
2032,5,0,5,0,1,7,4,0,1,1,1,2,0,8,4,0,0
2033,4,0,2,0,0,4,1,1,1,2,1,1,0,0,11,0,2
2034,0,0,0,0,1,4,0,0,1,3,1,2,1,9,11,3,0
2035,3,0,2,0,1,6,1,1,1,3,2,2,5,7,8,4,2
2036,2,0,2,0,0,2,0,0,1,2,1,2,1,1,3,3,2
2037,0,0,2,0,0,3,0,1,1,3,1,9,1,2,2,2,4
2038,2,0,2,0,1,4,3,1,1,2,1,2,0,1,0,0,2
2039,3,0,1,0,0,3,4,0,1,1,1,2,1,6,2,2,4
2040,5,0,4,0,1,6,0,1,1,1,3,2,1,9,5,0,2
2041,5,0,2,0,1,1,3,1,1,4,1,1,6,4,8,0,0
2042,1,0,5,0,0,2,1,0,1,1,1,2,3,9,12,0,2
2043,0,0,2,0,0,1,1,1,1,2,1,1,0,4,2,3,4
2044,2,0,2,0,1,3,3,1,1,1,1,2,5,1,5,2,0
2045,3,0,1,0,0,1,0,0,1,2,3,2,5,7,6,1,2
2046,1,0,2,0,0,3,0,0,1,1,1,2,0,3,0,0,2
2047,2,0,1,0,1,2,0,1,1,1,1,1,5,3,0,3,2
2048,2,0,2,0,0,3,0,1,1,2,1,2,2,7,6,0,2
2049,3,0,2,0,0,2,1,0,1,1,3,1,1,0,4,0,4
2050,4,0,2,0,0,2,1,1,1,2,1,1,1,5,0,3,1
2051,2,0,5,0,0,5,2,1,2,1,1,2,0,9,0,0,2
2052,5,0,3,0,1,1,0,1,1,3,1,2,1,0,4,2,4
2053,5,0,2,0,1,3,1,0,1,3,1,2,1,3,8,3,4
2054,3,0,5,0,0,2,1,1,1,1,1,9,1,2,11,3,1
2055,2,0,3,0,0,5,3,1,1,3,3,1,1,4,11,0,4
2056,0,0,1,0,0,4,0,0,2,1,1,2,7,0,11,3,3
2057,1,0,1,0,1,2,0,1,1,1,3,2,5,1,0,3,4
2058,1,0,2,0,1,5,1,1,1,1,1,1,1,0,12,0,1
2059,3,0,5,0,1,0,1,1,1,1,1,2,2,6,8,3,2
2060,2,0,3,0,1,7,0,1,1,3,1,1,5,0,11,3,4
2061,4,0,3,0,1,0,1,1,1,2,1,1,6,0,0,0,4
2062,2,0,0,0,0,0,0,1,1,2,1,2,2,6,6,3,3
2063,4,0,1,0,1,6,0,1,1,2,1,2,0,0,11,1,4
2064,2,0,2,0,1,2,1,1,1,4,1,2,1,0,6,0,0
2065,1,0,2,0,0,6,1,0,1,1,1,2,0,2,4,0,0
2066,2,0,5,0,0,5,1,1,1,2,1,2,1,9,0,2,2
2067,2,0,2,0,0,0,0,1,1,1,1,1,3,1,9,2,4
2068,5,0,2,0,0,0,0,0,1,1,1,2,1,0,0,0,1
2069,4,0,2,0,0,4,0,0,1,1,1,2,0,2,8,0,0
2070,0,0,1,0,1,1,0,1,1,2,1,9,5,3,2,3,3
2071,1,0,2,0,0,3,0,1,1,3,1,2,1,6,4,4,2
2072,3,0,2,0,0,3,1,1,1,2,1,2,2,3,0,0,0
2073,5,0,2,0,1,1,0,1,1,1,1,9,9,0,0,0,4
2074,2,0,2,0,1,4,0,1,1,1,1,4,5,8,4,0,0
2075,2,0,1,0,0,6,1,1,1,1,1,1,7,6,0,2,3
2076,5,0,2,0,1,6,0,1,1,1,1,1,0,9,2,0,1
2077,2,0,2,0,0,5,0,1,1,1,1,1,1,7,0,3,2
2078,2,0,1,0,1,7,1,0,1,2,3,2,3,1,0,3,0
2079,4,0,2,0,1,1,0,0,1,1,1,6,7,9,4,2,4
2080,4,0,2,0,0,0,1,1,1,1,1,2,6,7,0,0,3
2081,1,0,2,0,1,4,0,1,1,1,1,2,1,8,4,0,0
2082,4,0,0,0,0,7,0,1,1,1,1,1,0,0,0,2,2
2083,2,0,5,0,0,1,1,1,1,4,3,2,3,9,3,1,0
2084,1,0,2,0,0,3,0,1,1,2,1,1,1,1,10,1,2
2085,2,0,2,0,1,7,1,0,1,2,1,2,1,0,2,0,3
2086,1,0,4,0,1,0,3,0,1,1,1,6,5,0,0,4,3
2087,0,0,5,0,0,4,0,1,1,2,1,1,5,0,4,2,2
2088,3,0,1,0,0,0,1,1,1,1,1,2,1,0,12,0,1
2089,2,0,2,0,0,5,1,1,2,1,1,1,5,1,9,3,2
2090,5,0,0,0,1,6,0,1,1,1,1,2,0,7,9,0,2
2091,5,0,1,0,1,2,0,1,1,1,1,2,1,9,12,3,4
2092,5,0,2,0,1,4,0,1,1,1,1,2,3,6,8,0,2
2093,5,0,5,0,1,4,3,1,1,4,1,1,5,5,6,0,4
2094,1,0,3,0,1,0,4,1,1,1,1,2,0,5,0,0,4
2095,0,0,2,0,1,1,2,1,1,2,1,1,0,1,4,0,2
2096,0,0,5,0,0,3,0,1,1,1,1,2,7,9,0,0,1
2097,2,0,2,0,0,2,1,1,1,2,1,1,0,1,8,4,4
2098,5,0,3,0,1,4,0,1,1,1,1,2,1,0,0,3,4
2099,3,0,2,0,0,0,0,1,1,3,1,2,1,2,2,3,4
2100,3,0,5,0,1,0,0,1,2,2,1,1,5,4,11,0,0
