,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
13792,5,0,2,1,0,1,1,0,0,2,0,0,6,1,4,0,2
13793,0,0,2,0,0,5,1,1,1,1,1,2,5,5,10,0,3
13794,3,0,2,0,0,6,1,1,1,3,1,2,5,9,4,0,4
13795,2,0,5,0,1,3,3,1,1,2,1,2,1,4,2,3,2
13796,5,0,2,0,0,5,0,1,1,2,1,1,2,3,7,3,2
13797,3,0,1,0,1,0,0,0,2,2,5,6,0,0,0,0,0
13798,0,0,2,0,0,5,1,1,1,2,1,2,3,5,2,0,3
13799,5,0,2,0,1,6,1,1,1,2,1,2,5,6,10,0,3
13800,2,0,2,0,0,4,1,1,1,1,1,9,1,2,10,3,1
13801,3,0,2,0,1,5,1,1,1,2,1,9,2,2,10,4,1
13802,2,0,6,0,0,5,3,1,1,3,1,2,5,5,3,0,3
13803,3,0,1,0,0,2,0,1,1,1,1,1,1,5,8,3,3
13804,2,0,1,0,0,0,0,1,1,1,1,9,0,1,9,0,0
13805,4,0,2,0,1,5,1,1,1,1,1,2,1,4,9,2,3
13806,2,0,3,0,1,0,0,1,1,1,1,2,0,0,0,0,0
13807,2,0,4,0,0,2,0,1,1,1,1,1,1,1,3,3,1
13808,5,0,3,0,1,3,3,1,1,2,1,1,2,2,11,1,2
13809,1,0,2,0,0,6,1,1,1,1,1,1,5,9,10,0,4
13810,0,0,5,0,1,2,0,1,1,2,1,2,2,4,3,3,2
13811,2,0,2,0,1,6,1,1,1,2,1,2,2,4,2,3,1
13812,4,0,2,0,0,4,1,1,1,2,1,2,1,9,3,3,4
13813,1,0,2,0,1,5,1,1,1,3,1,2,7,6,11,0,4
13814,1,0,2,0,0,2,1,0,1,1,1,2,6,1,7,0,2
13815,5,0,3,0,1,6,3,1,1,3,1,2,5,7,4,0,2
13816,3,0,3,0,0,0,0,1,1,1,1,1,0,0,7,0,0
13817,5,0,2,0,1,2,1,1,1,4,1,2,8,0,0,0,4
13818,4,0,2,0,0,6,1,1,1,3,1,2,5,1,7,0,3
13819,0,0,2,0,1,5,1,1,1,4,1,2,8,4,4,0,2
13820,5,0,3,0,0,4,3,1,1,2,1,1,1,1,5,4,1
13821,2,0,4,0,1,1,0,1,1,1,1,2,1,2,10,4,1
13822,3,0,1,0,1,7,4,1,1,3,1,2,8,3,12,0,2
13823,3,0,1,0,0,3,3,1,1,2,4,6,2,2,9,2,1
13824,1,0,2,0,1,5,1,1,1,2,1,2,3,6,10,0,2
13825,3,0,1,2,0,0,0,1,2,1,3,4,0,0,0,0,0
13826,3,0,2,0,0,7,1,1,1,1,1,2,5,3,8,0,2
13827,4,0,2,0,1,2,0,1,1,1,3,4,1,1,4,3,1
13828,5,0,5,0,1,2,1,1,1,1,1,2,1,6,11,3,2
13829,4,0,1,0,0,0,0,0,2,1,1,2,0,0,0,0,0
13830,3,0,1,0,1,0,0,0,1,1,1,2,0,0,0,0,0
13831,2,0,2,0,0,6,1,1,1,3,1,2,5,3,8,0,2
13832,5,0,2,0,0,7,0,1,1,1,1,2,5,2,10,0,1
13833,2,0,2,0,1,5,1,1,1,1,1,2,1,9,5,3,4
13834,3,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
13835,5,0,2,0,1,6,1,1,1,3,1,3,5,9,4,0,4
13836,3,0,2,0,0,1,0,1,1,2,1,1,1,5,3,2,1
13837,2,0,6,0,0,1,0,1,1,2,1,2,1,9,2,4,4
13838,0,0,2,0,0,3,0,1,1,2,1,2,1,0,0,3,4
13839,2,0,3,0,0,2,0,1,1,1,1,2,1,3,4,3,2
13840,3,0,2,0,0,1,0,1,1,3,1,2,3,7,7,0,2
13841,5,0,2,0,1,7,1,1,1,3,1,2,5,6,11,0,2
13842,4,0,5,0,0,1,0,0,1,2,1,1,6,0,0,0,2
13843,2,0,3,0,0,4,1,1,1,1,1,2,1,3,9,3,2
13844,2,0,2,0,0,0,0,0,1,2,1,2,0,0,0,0,0
13845,2,0,2,0,0,4,1,1,1,1,1,1,1,3,9,3,2
13846,5,0,2,0,0,6,1,1,1,4,1,1,5,9,8,0,4
13847,5,0,2,0,0,5,1,1,1,4,1,2,8,8,6,0,4
13848,5,0,1,0,0,5,3,1,1,2,1,2,1,1,8,3,1
13849,0,0,5,0,0,1,0,0,1,2,1,9,6,1,2,0,2
13850,3,0,2,0,0,1,0,0,1,1,1,9,4,1,5,1,2
13851,2,0,2,0,0,6,1,1,1,3,1,2,5,3,8,0,2
13852,5,0,3,0,0,7,1,1,1,2,1,9,5,5,3,0,3
13853,1,0,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0
13854,2,0,1,0,1,6,4,1,1,3,1,2,5,2,10,0,4
13855,2,0,3,0,1,1,0,1,1,5,1,2,1,0,0,3,4
13856,4,0,5,0,0,2,0,1,1,2,1,1,1,9,12,2,4
13857,4,0,2,0,0,3,0,1,1,2,1,1,5,9,6,0,3
13858,5,0,5,0,1,4,2,1,1,2,1,2,1,4,6,2,2
13859,1,0,2,0,0,5,1,1,1,4,1,1,8,2,2,0,1
13860,2,0,3,0,1,1,0,0,1,1,1,2,6,6,4,0,2
13861,2,0,2,0,0,6,1,1,1,2,1,2,1,2,3,3,4
13862,2,0,5,0,0,5,4,1,1,1,1,2,1,4,7,3,2
13863,2,0,2,0,0,5,1,1,1,2,1,2,8,0,0,0,4
13864,2,0,2,0,1,6,1,1,1,3,1,2,5,0,0,0,4
13865,3,0,2,0,1,3,1,1,2,3,5,6,1,2,2,3,1
13866,1,0,2,0,1,7,1,1,1,3,1,2,5,2,10,0,1
13867,3,0,5,0,1,6,3,1,1,2,1,2,5,6,11,0,4
13868,3,0,1,0,1,1,0,1,2,1,3,7,1,7,3,2,2
13869,5,0,5,0,1,3,3,1,1,2,1,2,1,6,11,3,3
13870,2,0,2,0,0,3,0,1,1,1,1,1,1,1,11,3,2
13871,0,0,1,0,1,6,4,1,1,2,1,2,1,3,8,3,2
13872,0,0,2,0,0,6,1,1,1,2,1,2,5,8,2,0,4
13873,2,0,4,0,0,0,0,0,1,1,1,2,0,0,0,0,0
13874,2,0,5,0,1,5,4,1,1,1,1,2,1,3,4,3,2
13875,2,0,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0
13876,4,0,5,0,0,1,0,0,1,1,1,2,0,0,0,0,0
13877,0,0,2,1,0,4,0,1,2,2,4,2,1,9,12,2,4
13878,1,0,0,0,0,1,0,0,1,1,1,1,6,6,4,0,2
13879,3,0,2,0,0,5,1,1,1,2,1,1,5,1,6,0,2
13880,0,0,2,0,0,5,1,1,1,2,1,9,1,8,6,1,3
13881,2,0,5,0,1,2,0,1,1,1,1,1,1,8,4,2,4
13882,5,0,2,0,1,2,1,1,1,2,1,9,2,2,11,3,1
13883,1,0,2,0,1,2,0,1,2,2,3,6,1,3,2,3,2
13884,2,0,2,0,0,3,1,1,1,1,1,2,1,0,0,2,2
13885,5,0,2,0,0,1,0,1,1,2,1,1,1,2,10,3,1
13886,5,0,2,0,1,0,0,1,1,1,1,1,0,0,0,0,0
13887,3,0,2,0,1,2,0,1,1,2,1,1,7,0,0,0,4
13888,2,0,2,0,0,4,1,1,1,1,1,2,1,8,4,3,3
13889,2,0,2,0,0,3,1,1,1,2,1,2,1,9,5,3,4
13890,5,0,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0
13891,0,0,5,0,0,6,3,1,1,2,1,2,5,7,2,0,4
13892,3,0,5,0,0,3,2,1,1,2,1,1,1,4,6,2,2
13893,4,0,3,0,1,0,0,1,1,1,1,2,0,0,0,0,0
13894,1,0,2,0,1,6,1,1,1,3,1,2,5,9,9,0,4
13895,2,0,2,0,0,3,1,1,1,1,1,2,9,9,5,0,4
13896,2,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
13897,4,0,2,0,1,5,1,1,1,2,1,1,5,1,11,0,2
13898,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
13899,5,0,2,0,1,5,1,1,1,2,1,2,3,6,0,0,4
13900,2,0,2,0,0,4,1,1,1,3,1,2,1,2,10,1,1
13901,2,0,2,0,1,6,1,1,1,4,1,2,5,1,12,0,1
13902,3,0,2,0,1,2,0,1,1,2,1,1,3,6,10,0,4
13903,3,0,2,0,0,3,1,1,2,1,4,6,1,8,11,3,4
13904,4,0,5,0,0,0,0,0,1,1,1,2,0,0,0,0,0
13905,2,0,5,0,1,0,0,0,1,1,1,1,0,0,0,0,0
13906,5,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0
13907,3,0,2,0,0,4,1,1,1,1,1,2,1,8,4,1,3
13908,1,0,2,0,0,4,1,1,1,2,1,2,1,1,2,3,4
13909,0,0,2,0,1,6,1,1,1,4,1,2,5,2,11,0,1
13910,3,0,3,0,0,2,0,1,1,1,1,2,1,2,10,3,4
13911,1,0,4,0,0,3,2,1,1,1,1,1,1,3,9,3,2
13912,0,0,2,0,0,6,1,1,1,2,1,2,5,3,11,0,2
13913,3,0,6,0,0,2,0,1,1,2,2,2,1,1,4,3,1
13914,2,0,5,0,0,6,3,1,1,3,1,2,5,8,2,0,4
13915,5,0,2,0,1,0,0,0,2,1,1,1,0,0,0,0,0
13916,5,0,3,0,1,3,0,1,1,3,1,9,8,7,4,3,4
13917,1,0,5,0,1,2,0,1,1,1,3,6,1,4,2,3,2
13918,4,0,2,0,1,3,1,1,1,1,1,9,1,6,11,2,4
13919,3,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0
13920,2,0,2,0,1,5,1,1,1,2,1,2,1,2,11,3,2
13921,2,0,3,0,1,1,0,0,1,2,1,1,4,4,11,1,2
13922,5,0,3,0,1,3,3,1,1,2,1,1,1,3,8,0,2
13923,3,0,2,0,1,3,1,1,1,1,1,2,1,9,2,3,2
13924,5,0,3,0,1,1,0,0,1,2,1,1,4,4,10,1,2
13925,4,0,2,0,1,2,1,1,1,2,1,1,1,3,2,3,2
13926,0,0,2,0,1,4,1,1,1,5,1,2,5,0,0,0,4
13927,4,0,2,0,1,2,1,1,1,1,1,2,1,0,0,2,4
13928,3,0,2,0,0,3,1,1,1,1,1,1,1,2,10,3,1
13929,3,0,2,0,1,1,0,0,1,1,1,1,6,4,5,0,2
13930,2,0,5,0,0,2,0,1,1,2,1,1,3,5,2,0,4
13931,0,0,2,0,1,3,1,1,2,1,1,2,1,4,7,1,1
13932,1,0,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0
13933,5,0,2,0,0,1,0,0,1,2,1,2,0,0,0,0,0
13934,0,0,1,0,1,0,0,0,2,2,3,6,0,0,0,0,0
13935,5,0,2,0,0,4,1,1,1,3,1,9,1,8,6,2,3
13936,3,0,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0
13937,3,0,2,0,1,1,0,0,1,1,3,7,6,3,9,0,2
13938,3,0,5,0,1,2,0,1,1,2,1,2,8,4,9,0,2
13939,2,0,4,0,0,2,0,1,1,1,1,2,1,9,5,3,4
13940,2,0,2,0,1,6,1,1,1,4,1,2,5,7,5,0,4
13941,4,0,1,0,0,2,0,1,2,1,1,2,2,2,8,2,1
13942,0,0,3,0,0,0,0,1,1,3,1,1,9,8,2,0,4
13943,2,0,1,0,0,7,4,1,1,2,1,2,5,8,2,0,4
13944,3,0,1,1,1,1,0,1,0,2,0,7,1,9,3,3,4
13945,3,0,2,0,1,3,1,1,1,1,1,2,1,9,5,2,2
13946,0,0,2,0,1,3,1,1,2,3,1,2,1,5,4,3,3
13947,2,0,3,0,0,2,0,1,1,2,1,2,1,8,2,1,4
13948,1,0,1,0,0,0,0,0,2,1,3,6,0,0,0,0,0
13949,2,0,2,0,0,3,1,1,1,1,1,1,1,5,2,4,2
13950,3,0,3,0,1,1,0,0,1,1,3,7,6,0,0,0,2
13951,3,0,5,0,0,3,3,1,1,2,1,2,1,2,2,3,1
13952,0,0,2,0,1,2,0,1,1,2,1,1,1,3,11,4,2
13953,5,0,2,0,1,2,1,1,1,3,1,1,1,0,0,3,4
13954,5,0,2,0,0,6,1,1,1,2,1,2,5,9,6,0,4
13955,5,0,2,0,0,5,1,1,1,2,1,2,1,3,4,3,2
13956,5,0,2,0,0,5,0,1,1,3,1,1,2,5,10,4,3
13957,5,0,2,0,1,3,0,1,1,1,1,1,1,5,3,2,3
13958,3,0,2,0,1,5,1,1,1,2,1,1,1,4,8,3,2
13959,3,0,2,0,1,1,0,0,2,1,3,7,6,0,0,0,2
13960,5,0,2,0,0,6,1,1,1,3,1,2,5,5,3,0,3
13961,0,0,2,0,1,4,1,1,1,2,1,2,2,6,11,4,3
13962,1,0,2,0,0,1,0,0,1,1,1,2,6,3,9,0,2
13963,2,0,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0
13964,5,0,1,0,1,3,3,1,1,1,1,2,1,4,8,1,2
13965,4,0,2,0,0,6,1,1,1,5,1,9,5,6,11,0,4
13966,3,0,1,0,0,2,1,1,1,1,1,2,1,9,2,4,2
13967,0,0,5,0,0,1,0,0,1,2,1,1,4,9,4,0,2
13968,1,0,2,0,1,4,1,1,1,1,1,2,1,2,11,2,4
13969,3,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
13970,5,0,5,0,1,2,0,1,1,2,1,1,7,6,11,0,3
13971,4,0,2,0,1,5,1,1,1,2,1,1,5,0,0,0,4
13972,5,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0
13973,2,0,2,0,1,5,1,1,2,1,1,2,1,4,10,3,2
13974,2,0,1,0,0,2,0,1,1,2,1,1,1,0,0,3,2
13975,5,0,2,0,0,4,1,1,1,1,1,9,2,1,5,3,3
13976,3,0,1,0,0,2,0,1,1,1,1,1,1,6,11,3,3
13977,2,0,2,0,1,6,1,1,1,2,1,9,5,6,12,0,4
13978,5,0,5,0,0,2,0,1,1,1,1,2,1,9,5,1,4
13979,1,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0
13980,5,0,2,0,0,0,0,0,1,2,1,2,0,0,0,0,0
13981,0,0,2,0,0,4,1,1,1,1,1,2,7,0,0,0,4
13982,0,0,3,0,1,1,0,0,1,1,1,1,6,3,4,0,2
13983,5,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0
13984,4,0,2,0,1,5,1,1,1,2,3,2,1,9,8,1,3
13985,4,0,2,0,1,5,1,1,1,2,1,2,1,4,7,2,2
13986,2,0,2,0,1,2,1,1,1,1,1,2,1,3,4,3,2
13987,4,0,5,0,1,1,0,1,1,2,1,1,1,2,8,3,1
13988,0,0,2,0,0,2,1,1,1,1,1,1,3,9,5,0,4
13989,2,0,2,0,1,5,1,1,1,4,1,2,8,8,2,0,4
13990,2,0,2,0,1,3,0,1,1,1,1,2,1,9,4,3,4
13991,4,0,2,0,0,1,0,1,1,4,1,2,8,9,10,0,4
13992,3,0,0,0,0,1,0,0,2,2,4,7,0,0,0,0,0
13993,5,0,2,0,0,6,1,1,1,1,1,9,5,8,11,0,4
13994,1,0,2,0,0,4,1,1,1,2,1,2,1,8,2,3,3
13995,0,0,1,0,1,1,0,0,1,1,1,2,6,1,3,0,2
13996,2,0,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0
13997,4,0,2,0,0,6,1,1,1,3,3,2,5,8,2,0,4
13998,1,0,2,0,1,5,1,1,1,1,1,2,1,4,8,3,2
13999,1,0,2,0,1,5,1,1,1,1,1,1,2,6,11,3,3
14000,5,0,5,0,1,1,0,1,1,3,1,2,9,4,2,0,2
14001,5,0,1,0,0,1,0,0,1,1,1,2,6,7,4,0,2
14002,0,0,2,0,0,1,0,0,1,1,1,1,4,3,6,0,2
14003,5,0,3,0,1,1,0,0,1,3,1,1,6,4,9,0,2
14004,2,0,3,0,0,1,0,1,1,2,1,1,1,5,5,3,3
14005,2,0,2,0,0,7,1,1,1,4,1,2,5,0,0,0,2
14006,4,0,1,0,1,7,4,1,1,4,1,2,8,6,4,0,4
14007,2,0,2,0,0,4,1,1,1,3,1,2,1,5,8,3,3
14008,0,0,1,0,1,7,4,1,1,1,1,2,5,9,6,0,4
14009,2,0,4,0,1,2,0,1,1,1,1,2,2,6,11,3,3
14010,3,0,2,0,1,7,1,1,1,3,1,2,5,7,4,0,4
14011,0,0,2,0,1,5,1,1,1,1,1,2,1,3,9,3,2
14012,5,0,2,0,1,0,0,1,1,1,1,1,0,0,0,0,0
14013,1,0,2,0,1,5,1,1,1,2,1,2,5,2,9,0,1
14014,5,0,4,0,0,3,0,1,1,1,1,1,7,8,2,0,3
14015,4,0,2,0,0,1,0,1,1,3,1,2,1,3,9,1,4
14016,2,0,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0
14017,5,0,2,0,1,3,1,1,1,1,1,1,1,1,4,2,2
14018,3,0,1,0,1,0,0,0,2,1,3,3,0,0,0,0,0
14019,2,0,2,0,0,1,0,0,1,1,1,9,6,1,4,0,2
14020,4,0,5,0,1,0,0,1,1,1,1,2,0,0,0,0,0
14021,1,0,2,0,0,2,0,1,1,1,1,2,1,4,8,3,2
14022,1,0,2,0,0,4,1,1,1,1,1,2,1,3,2,4,2
14023,2,0,2,0,0,4,1,1,1,2,1,1,1,0,0,2,4
14024,4,0,2,0,0,3,1,1,1,1,1,2,1,9,8,3,3
14025,3,0,5,0,0,5,3,1,2,3,1,2,8,9,8,0,4
14026,5,0,5,0,0,1,0,1,1,3,1,2,3,5,3,0,4
14027,2,0,3,0,1,1,0,0,1,2,1,1,6,4,7,0,2
14028,2,0,1,0,1,1,0,0,1,2,1,2,6,4,4,0,2
14029,3,0,3,0,0,3,0,1,1,1,1,1,1,2,10,3,2
14030,0,0,2,0,0,3,1,1,1,2,1,2,3,2,10,0,2
14031,2,0,5,0,0,5,3,1,2,1,1,1,1,7,4,4,4
14032,3,0,1,0,1,1,0,1,1,1,1,2,1,4,9,3,2
14033,0,0,2,0,1,5,1,1,2,1,1,2,7,9,2,0,4
14034,1,0,1,0,0,3,0,1,1,2,1,2,1,0,0,3,2
14035,0,0,6,0,1,1,0,1,1,2,1,9,6,4,7,0,2
14036,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
14037,2,0,5,0,1,0,0,0,1,1,1,2,0,0,0,0,0
14038,1,0,2,0,1,5,1,1,1,3,1,2,1,7,4,3,3
14039,1,0,2,0,0,4,1,1,1,1,1,2,1,8,3,3,2
14040,1,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0
14041,3,0,2,0,0,4,1,1,1,2,1,1,2,2,6,2,1
14042,2,0,5,0,1,3,0,1,1,2,1,1,2,5,2,4,3
14043,1,0,2,0,1,1,0,1,1,1,1,2,1,5,12,3,3
14044,2,0,5,0,0,2,0,1,1,2,1,2,1,2,11,2,1
14045,5,0,1,0,0,2,0,1,1,1,4,6,1,5,2,2,3
14046,3,0,3,0,1,3,0,1,1,3,1,1,1,7,4,2,4
14047,2,0,2,0,0,2,0,1,1,1,1,1,7,9,8,0,4
14048,0,0,2,0,0,4,1,1,1,1,1,1,1,2,3,3,1
14049,0,0,2,2,0,4,1,1,2,1,1,2,2,5,2,1,3
14050,5,0,0,0,0,0,0,0,1,2,1,9,0,0,0,0,0
14051,0,0,2,0,1,1,0,1,1,3,1,1,3,5,3,0,3
14052,5,0,2,0,0,6,1,1,1,3,1,2,5,9,8,0,4
14053,2,0,3,0,0,3,3,1,1,1,1,2,1,3,12,2,2
14054,3,0,2,0,1,2,1,1,1,1,2,1,1,6,11,4,3
14055,5,0,2,0,0,5,1,1,1,1,1,2,5,0,0,0,2
14056,5,0,2,0,1,4,1,1,1,4,1,2,8,6,11,0,4
14057,5,0,2,0,0,7,1,1,1,2,1,9,5,9,4,0,3
14058,5,0,5,0,1,0,0,0,1,1,1,1,0,0,0,0,0
14059,4,0,2,0,0,4,1,1,1,2,1,2,1,6,10,3,4
14060,0,0,3,0,0,4,0,1,1,1,1,2,1,4,12,3,2
14061,4,0,5,0,1,6,4,1,1,1,1,9,1,3,9,3,2
14062,2,0,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0
14063,3,0,2,0,0,3,1,1,1,1,1,1,2,5,3,3,3
14064,5,0,2,0,1,7,1,1,1,3,1,2,5,7,4,0,2
14065,5,0,4,0,1,0,0,1,1,1,1,2,0,0,0,0,0
14066,5,0,5,0,1,2,0,1,1,2,3,6,1,4,11,2,4
14067,3,0,1,0,0,7,4,1,1,1,1,2,5,1,2,0,1
14068,1,0,2,0,1,5,0,1,1,1,1,2,1,1,4,2,1
14069,4,0,2,0,0,5,0,1,1,4,1,2,8,9,5,0,3
14070,5,0,2,0,1,1,0,0,1,1,1,2,4,0,0,1,2
14071,2,0,2,0,1,1,0,1,1,1,1,2,1,9,4,2,3
14072,3,0,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0
14073,5,0,2,0,1,4,0,1,2,2,1,1,1,7,4,3,2
14074,4,0,2,0,0,5,1,1,1,2,1,2,5,6,11,0,3
14075,2,0,2,0,0,4,1,1,1,1,1,2,1,1,4,3,1
14076,4,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0
14077,2,0,5,0,1,2,0,0,1,3,1,2,6,6,8,0,2
14078,5,0,3,0,1,2,0,1,1,2,1,1,1,8,4,3,3
14079,3,0,2,0,1,3,1,1,1,3,1,2,1,9,12,3,4
14080,5,0,3,0,1,0,0,1,1,3,1,2,0,0,0,0,0
14081,2,0,2,0,0,5,1,1,1,2,1,2,1,3,2,3,2
14082,5,0,3,0,1,0,0,0,1,2,1,1,0,0,0,0,0
14083,3,0,2,0,1,2,1,1,2,2,3,4,1,4,9,3,2
14084,1,0,2,0,0,5,1,1,2,2,4,2,7,9,10,0,2
14085,3,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0
14086,2,0,1,0,0,6,1,1,1,2,1,2,5,5,3,0,3
14087,0,0,1,0,1,0,0,0,1,1,1,2,0,0,0,0,0
14088,1,0,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0
14089,5,0,3,0,1,2,0,1,2,1,3,1,2,9,5,1,4
14090,2,0,5,0,1,4,2,1,1,1,1,1,1,0,0,1,2
14091,2,0,5,0,1,0,0,0,1,2,1,9,0,0,0,0,0
14092,1,0,2,0,0,4,1,1,1,1,1,2,1,5,5,2,3
14093,2,0,2,0,0,6,1,1,1,5,1,2,5,5,2,0,4
14094,2,0,2,0,0,6,1,1,1,3,1,2,5,8,6,0,4
14095,2,0,5,0,1,2,0,0,1,1,1,1,6,0,0,0,2
14096,5,0,3,0,0,1,0,1,2,1,1,2,3,8,2,0,4
14097,5,0,2,0,0,2,0,1,1,2,1,1,3,7,7,0,4
14098,0,0,3,0,1,1,0,1,1,2,1,2,1,7,4,2,4
14099,5,0,2,0,1,6,1,1,1,1,1,2,5,6,11,0,3
14100,0,0,2,0,1,1,0,0,1,2,1,2,6,0,0,0,2
14101,4,0,2,0,1,2,0,1,1,1,1,2,3,2,8,0,2
14102,2,0,3,0,0,5,3,1,1,1,1,9,1,5,3,1,3
14103,2,0,2,0,0,3,1,1,2,1,1,2,1,0,0,2,2
14104,3,0,5,0,0,2,0,1,1,2,1,2,1,1,12,2,2
14105,4,0,2,0,1,5,1,1,1,4,1,2,8,9,11,0,4
14106,4,0,5,0,1,0,0,0,1,1,3,6,0,0,0,0,0
14107,1,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0
14108,5,0,1,0,1,7,4,1,1,1,1,2,5,7,8,0,2
14109,5,0,1,0,0,6,3,1,1,1,1,2,9,8,9,0,4
14110,1,0,2,0,0,4,1,1,1,2,1,2,1,2,10,3,1
14111,0,0,2,0,0,5,1,1,1,3,1,2,5,9,3,0,4
14112,5,0,5,0,0,0,0,0,1,2,1,2,0,0,0,0,0
14113,5,0,5,0,0,2,0,1,1,2,1,1,1,3,6,3,2
14114,0,0,1,0,0,1,0,0,1,1,1,1,6,4,10,0,2
14115,1,0,2,0,1,0,0,0,2,1,1,2,0,0,0,0,0
14116,5,0,0,0,0,1,0,1,1,1,1,2,1,8,6,4,3
14117,0,0,2,0,1,3,1,1,1,2,1,2,1,7,4,3,3
14118,2,0,2,0,1,5,1,1,1,1,1,1,1,2,9,2,1
14119,3,0,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0
14120,3,0,2,0,1,7,1,1,1,3,1,2,5,9,4,0,3
14121,4,0,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0
14122,2,0,2,0,0,2,1,1,2,1,1,1,3,8,6,0,3
14123,2,0,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0
14124,3,0,2,0,1,2,1,0,1,1,1,1,6,4,11,0,2
14125,4,0,2,0,1,3,1,1,1,1,1,2,2,1,4,1,2
14126,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
14127,2,0,1,0,0,4,0,1,1,2,1,1,1,8,2,4,4
14128,5,0,1,0,0,3,3,1,1,1,1,2,1,2,10,3,1
14129,4,0,2,0,0,4,1,1,1,1,1,2,1,3,9,3,2
14130,2,0,1,0,1,1,0,1,1,2,1,2,1,7,4,3,4
14131,2,0,2,0,1,3,1,1,1,2,1,2,3,9,8,0,4
14132,0,0,1,0,1,6,4,1,1,1,1,2,5,2,8,0,1
14133,2,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0
14134,1,0,4,0,1,6,2,1,1,1,1,2,1,1,2,3,1
14135,2,0,1,0,1,7,4,1,1,4,1,9,5,6,11,0,3
14136,2,0,1,0,0,6,0,1,1,2,1,2,5,8,2,0,3
14137,3,0,1,0,1,4,2,1,1,1,1,2,1,5,5,2,3
14138,2,0,2,0,0,3,1,1,1,2,1,2,2,5,2,3,3
14139,4,0,2,0,1,3,1,1,1,2,1,2,1,4,12,3,2
14140,5,0,0,0,1,1,0,1,1,1,1,2,1,1,5,3,2
14141,4,0,1,0,0,6,3,1,1,2,1,2,5,5,3,0,1
14142,1,0,2,0,0,6,1,1,1,3,1,2,5,8,2,0,4
14143,2,0,3,0,0,4,3,1,1,2,1,2,1,1,12,4,2
14144,2,0,5,0,0,0,0,0,1,1,1,8,0,0,0,0,0
14145,5,0,2,0,0,3,1,1,1,1,1,1,1,5,2,3,4
14146,0,0,1,0,1,7,3,1,1,2,1,2,5,0,0,0,4
14147,2,0,2,0,0,6,1,1,1,5,1,9,5,1,10,0,2
14148,1,0,1,0,1,1,0,0,1,1,1,2,6,3,4,0,2
14149,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
14150,2,0,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0
14151,3,0,3,0,1,2,0,1,1,1,3,4,1,7,4,3,4
14152,3,0,3,0,0,2,0,1,1,3,1,1,3,8,6,0,4
14153,2,0,2,0,0,6,1,1,1,3,1,2,5,8,2,0,4
14154,0,0,5,0,0,1,0,0,1,1,1,2,4,3,7,1,2
14155,3,0,2,0,1,5,1,1,1,2,3,4,2,0,0,4,3
14156,0,0,2,0,1,4,1,1,1,2,1,1,1,3,11,2,2
14157,4,0,2,0,1,4,1,1,1,2,1,2,1,9,11,3,3
14158,5,0,2,0,0,5,1,1,1,1,1,2,1,8,3,2,3
14159,2,0,1,0,0,5,2,1,1,3,1,2,5,8,2,0,4
14160,5,0,2,0,1,2,1,1,1,1,1,2,7,3,9,0,1
14161,1,0,3,0,0,1,0,0,1,2,1,2,6,7,2,0,2
14162,2,0,2,0,0,4,1,1,1,1,1,2,1,5,5,3,3
14163,1,0,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0
14164,3,0,3,0,1,3,3,1,1,3,1,2,1,8,2,1,4
14165,0,0,2,0,0,4,1,1,1,2,1,2,1,9,11,3,4
14166,3,0,2,0,1,5,1,1,1,3,1,2,3,7,5,0,4
